	cohesion	entropy	frequency
洲地界	0.00190839694656	1.38629436112	8.0
枪刀剑戟	0.00251256281407	1.38629436112	8.0
锻炼	0.00294985250737	1.38629436112	8.0
挑着行囊	0.00135869565217	1.38629436112	8.0
鼋之第	0.00200803212851	1.38629436112	8.0
充饥	0.0015873015873	1.38629436112	8.0
伶仃	0.0166666666667	1.38629436112	8.0
枯槎	0.00519480519481	1.38629436112	8.0
洲三岛	0.00210526315789	1.38629436112	8.0
雨顺风调	0.0016501650165	1.38629436112	8.0
束虎皮裙	0.00110619469027	1.38629436112	8.0
元阳未泄	0.00231481481481	1.38629436112	8.0
撒尿	0.0011961722488	1.38629436112	8.0
滴泪	0.00123480243161	1.38485925967	78.0
雄纠纠	0.00381970970206	1.35923670067	20.0
寇梁	0.00104766893662	1.35797785499	24.0
历代	0.00106837606838	1.35178399429	14.0
兰麝	0.0104166666667	1.33217904021	10.0
担搁	0.00126968004063	1.33217904021	10.0
缓缓	0.00260145681582	1.33217904021	10.0
蹊跷	0.0151515151515	1.33217904021	10.0
翩翩	0.025	1.33217904021	10.0
哽咽	0.00868055555556	1.33217904021	10.0
幌了一幌	0.00217013888889	1.33217904021	10.0
玲珑剔透	0.00793650793651	1.33217904021	10.0
环珮	0.00351617440225	1.33217904021	10.0
丢一口钟	0.00211505922166	1.33217904021	10.0
步云履	0.00108131487889	1.33217904021	10.0
乒乒乓乓	0.0178571428571	1.33217904021	10.0
庞刘苟毕	0.00174825174825	1.33217904021	10.0
哄他一哄	0.00289351851852	1.33217904021	10.0
耀耀	0.00260145681582	1.33217904021	10.0
皮肤	0.00193798449612	1.33217904021	10.0
砖瓦	0.00148544266191	1.33217904021	10.0
犯了天条	0.00125881168177	1.33217904021	10.0
邀请诸	0.00114468864469	1.33217904021	10.0
令字旗	0.001953125	1.33217904021	10.0
钟磬	0.00143843498274	1.33217904021	10.0
李翠莲	0.0010016025641	1.33217904021	10.0
安排酒席	0.00102040816327	1.33217904021	10.0
稽首	0.00149342891278	1.33217904021	10.0
孽障	0.00103391232423	1.33217904021	10.0
喷云嗳雾	0.0021645021645	1.33217904021	10.0
婆娑	0.00160153747598	1.33217904021	10.0
耽搁	0.0126262626263	1.33217904021	10.0
扇子搧	0.00175070028011	1.33217904021	10.0
饮了几杯	0.00409836065574	1.33217904021	10.0
俊俏	0.00319693094629	1.33217904021	10.0
丫丫叉叉	0.00285714285714	1.33217904021	10.0
清华庄	0.00118708452042	1.33217904021	10.0
冲天冠	0.00219490781387	1.33217904021	10.0
亮灼灼	0.00141482739106	1.33217904021	10.0
柄芭蕉扇	0.00134770889488	1.33217904021	10.0
迸迸	0.001	1.33217904021	10.0
恨苦相持	0.00204248366013	1.33217904021	10.0
虼蚤	0.1	1.33217904021	10.0
丢开解数	0.00129198966408	1.33217904021	10.0
汗衫	0.00372023809524	1.33217904021	10.0
聊表	0.0016846361186	1.33217904021	10.0
旃檀	0.0173611111111	1.33217904021	10.0
聒聒	0.0047258979206	1.33217904021	10.0
荔枝	0.00429553264605	1.33217904021	10.0
许旌阳	0.00178062678063	1.33217904021	10.0
沉吟半晌	0.00434782608696	1.33217904021	10.0
陈关保	0.00177304964539	1.33217904021	10.0
搠个窟窿	0.00874125874126	1.33217904021	10.0
碧藕	0.00375375375375	1.33217904021	10.0
恐怖	0.00136165577342	1.33217904021	10.0
含糊	0.00292397660819	1.33217904021	10.0
承过奖	0.00425170068027	1.33217904021	10.0
掬着嘴	0.00116713352007	1.33217904021	10.0
抛打绣球	0.00448028673835	1.33217904021	10.0
痨病	0.00490196078431	1.32966134885	12.0
雕漆	0.00170164492343	1.32966134885	12.0
街坊	0.00111111111111	1.32966134885	12.0
赞叹	0.00131868131868	1.32966134885	12.0
引导	0.00190476190476	1.32966134885	12.0
抛绣球	0.00129032258065	1.32966134885	12.0
喉咙	0.0252100840336	1.32966134885	12.0
猜枚	0.00581395348837	1.32966134885	12.0
潇洒	0.0036231884058	1.32966134885	12.0
喊声振	0.00221893491124	1.32966134885	12.0
咬牙恨	0.00124378109453	1.32966134885	12.0
搭凉篷	0.00537634408602	1.32966134885	12.0
按一按	0.0017094017094	1.32966134885	12.0
唿哨	0.00649350649351	1.29965096355	32.0
敕建	0.00274725274725	1.27302833659	18.0
觔斗	0.00107991360691	1.24245332489	12.0
舞蹈	0.0021645021645	1.24245332489	12.0
禄寺安排	0.00131578947368	1.24245332489	12.0
城池相近	0.00103092783505	1.24245332489	12.0
摩诃	0.00595238095238	1.24245332489	12.0
嚼碎	0.00109609061016	1.24245332489	12.0
蓝靛	0.00246913580247	1.24245332489	12.0
丑自丑	0.00413223140496	1.24245332489	12.0
睁火眼	0.0010060362173	1.24245332489	12.0
凌云渡	0.0038961038961	1.24245332489	12.0
昆仑	0.0208333333333	1.23426786608	24.0
枯松涧	0.00291545189504	1.23426786608	24.0
卦炉	0.00177746178457	1.22752941146	20.0
伶俐虫	0.00209895052474	1.22655581561	28.0
饥餐	0.00144230769231	1.21488965395	18.0
攒蹄捆	0.0040404040404	1.21300756598	16.0
绣花针	0.00403225806452	1.17299347244	30.0
捻着诀	0.00340425531915	1.16735742098	64.0
落胎泉	0.00108024691358	1.1537419427	14.0
赤条条	0.00151057401813	1.1537419427	14.0
咽喉	0.00643382352941	1.1537419427	14.0
晦气色脸	0.00170233463035	1.1537419427	14.0
茂盛	0.00107604017217	1.09861228867	6.0
喏而退	0.00126262626263	1.09861228867	6.0
霸占为妻	0.00431034482759	1.09861228867	6.0
令郎是谁	0.00146198830409	1.09861228867	6.0
蛇大蟒	0.00267857142857	1.09861228867	6.0
供来免	0.001	1.09861228867	6.0
佳姻	0.00132275132275	1.09861228867	6.0
食三餐	0.00189873417722	1.09861228867	6.0
蒲扇耳	0.0010101010101	1.09861228867	6.0
芰荷	0.0277777777778	1.09861228867	6.0
咬破舌尖	0.00480769230769	1.09861228867	6.0
蜓撼石柱	0.00980392156863	1.09861228867	6.0
喳喳	0.0234375	1.09861228867	6.0
仪制司	0.00510204081633	1.09861228867	6.0
蜡烛	0.00357142857143	1.09861228867	6.0
嘴脸丑陋	0.00115384615385	1.09861228867	6.0
饧眼	0.0010060362173	1.09861228867	6.0
霓裳	0.0046875	1.09861228867	6.0
九曜恶星	0.00100200400802	1.09861228867	6.0
舟楫	0.0144230769231	1.09861228867	6.0
蝴蝶梦	0.00263157894737	1.09861228867	6.0
舞的舞	0.00132275132275	1.09861228867	6.0
图富贵	0.0015368852459	1.09861228867	6.0
饿老鹰	0.00892857142857	1.09861228867	6.0
啯啯	0.0104166666667	1.09861228867	6.0
草料喂	0.00185873605948	1.09861228867	6.0
茯苓	0.125	1.09861228867	6.0
虾蟆	0.0147058823529	1.09861228867	6.0
虎筋绦	0.0014245014245	1.09861228867	6.0
虎坐门楼	0.0014245014245	1.09861228867	6.0
药饵	0.00157894736842	1.09861228867	6.0
低头不语	0.00145348837209	1.09861228867	6.0
靴鞋	0.00103448275862	1.09861228867	6.0
频频	0.0104166666667	1.09861228867	6.0
菊残	0.00203527815468	1.09861228867	6.0
菜蔬	0.0015873015873	1.09861228867	6.0
品级	0.00172612197929	1.09861228867	6.0
菡萏	0.166666666667	1.09861228867	6.0
藐视	0.009375	1.09861228867	6.0
哉妙哉	0.00352941176471	1.09861228867	6.0
领命讫	0.00159744408946	1.09861228867	6.0
伽山不远	0.0014245014245	1.09861228867	6.0
饼馍馍	0.00239234449761	1.09861228867	6.0
侥幸	0.00316455696203	1.09861228867	6.0
蓝田带	0.00123762376238	1.09861228867	6.0
咽咽	0.00146484375	1.09861228867	6.0
饶性命愿	0.00204918032787	1.09861228867	6.0
青锋宝剑	0.00180505415162	1.09861228867	6.0
唬他一唬	0.00263157894737	1.09861228867	6.0
虾兵蟹卒	0.0147058823529	1.09861228867	6.0
茸茸	0.0416666666667	1.09861228867	6.0
伤心痛哭	0.0016393442623	1.09861228867	6.0
青不青	0.00108303249097	1.09861228867	6.0
体健身轻	0.00204081632653	1.09861228867	6.0
伤生造孽	0.0016393442623	1.09861228867	6.0
啯啅	0.0416666666667	1.09861228867	6.0
咳嗽	0.0416666666667	1.09861228867	6.0
颜不改	0.00254237288136	1.09861228867	6.0
啕痛哭	0.00223214285714	1.09861228867	6.0
荐亡	0.00230769230769	1.09861228867	6.0
荡魔天尊	0.00213675213675	1.09861228867	6.0
额阔	0.00133096716948	1.09861228867	6.0
荤三厌	0.0113636363636	1.09861228867	6.0
荤素两样	0.00138504155125	1.09861228867	6.0
荧煌	0.0119047619048	1.09861228867	6.0
咬响钢牙	0.00314465408805	1.09861228867	6.0
冬残春	0.00202702702703	1.09861228867	6.0
雷公电母	0.0015243902439	1.09861228867	6.0
车辆	0.00246710526316	1.09861228867	6.0
凤阁龙楼	0.00210970464135	1.09861228867	6.0
迅速又值	0.00602409638554	1.09861228867	6.0
辟暑辟尘	0.0030487804878	1.09861228867	6.0
辘轳	0.0130434782609	1.09861228867	6.0
辖床	0.0012987012987	1.09861228867	6.0
凯歌	0.0108695652174	1.09861228867	6.0
凶多吉少	0.00132978723404	1.09861228867	6.0
轻亵	0.00204081632653	1.09861228867	6.0
验牒	0.00104821802935	1.09861228867	6.0
关得甚紧	0.00103448275862	1.09861228867	6.0
银服饰	0.00240384615385	1.09861228867	6.0
轮剑砍	0.00140186915888	1.09861228867	6.0
切须仔细	0.0015306122449	1.09861228867	6.0
零零碎碎	0.00420168067227	1.09861228867	6.0
享荣华	0.00277777777778	1.09861228867	6.0
刑房吏	0.02	1.09861228867	6.0
剥了衣裳	0.00434782608696	1.09861228867	6.0
圯桥	0.00438596491228	1.09861228867	6.0
剪伐	0.00275735294118	1.09861228867	6.0
剪草除根	0.0015923566879	1.09861228867	6.0
副金铙	0.00277777777778	1.09861228867	6.0
锋利器械	0.00617283950617	1.09861228867	6.0
跌了一跤	0.00308641975309	1.09861228867	6.0
仇未报	0.00112866817156	1.09861228867	6.0
加凄惨	0.00144927536232	1.09861228867	6.0
全其美	0.0021645021645	1.09861228867	6.0
迎阳馆驿	0.0013698630137	1.09861228867	6.0
兴隆	0.00192307692308	1.09861228867	6.0
迎阳驿	0.0013698630137	1.09861228867	6.0
迎风一幌	0.00113636363636	1.09861228867	6.0
野豕	0.0016111707841	1.09861228867	6.0
冲碧汉	0.00146198830409	1.09861228867	6.0
量之福	0.00137741046832	1.09861228867	6.0
冠束带	0.0016501650165	1.09861228867	6.0
邓邓	0.00221893491124	1.09861228867	6.0
銮舆	0.00454545454545	1.09861228867	6.0
鐏利	0.00253378378378	1.09861228867	6.0
邓辛张陶	0.0192307692308	1.09861228867	6.0
决不要钱	0.00129757785467	1.09861228867	6.0
典刑	0.00176470588235	1.09861228867	6.0
避水诀	0.0031914893617	1.09861228867	6.0
冷如冰	0.00297619047619	1.09861228867	6.0
遮饰	0.00101078167116	1.09861228867	6.0
净瓶杨柳	0.00174825174825	1.09861228867	6.0
凄怆	0.00506756756757	1.09861228867	6.0
遭此毒	0.001875	1.09861228867	6.0
逼人寒	0.00342465753425	1.09861228867	6.0
驼罗庄	0.00234375	1.09861228867	6.0
亮如银	0.00120192307692	1.09861228867	6.0
凌虚子制	0.0103448275862	1.09861228867	6.0
钦天监	0.00462962962963	1.09861228867	6.0
迸裂	0.00142857142857	1.09861228867	6.0
凝滞	0.00259515570934	1.09861228867	6.0
迢迢	0.0185185185185	1.09861228867	6.0
运筹	0.00248756218905	1.09861228867	6.0
劳而无功	0.00144927536232	1.09861228867	6.0
赵寡妇	0.00409836065574	1.09861228867	6.0
南柯一梦	0.00117924528302	1.09861228867	6.0
诈伪	0.0113636363636	1.09861228867	6.0
吕公绦	0.0166666666667	1.09861228867	6.0
习学武艺	0.00986842105263	1.09861228867	6.0
附葛	0.00323275862069	1.09861228867	6.0
许敬宗	0.00213675213675	1.09861228867	6.0
记程途	0.00148514851485	1.09861228867	6.0
计较计较	0.00103878116343	1.09861228867	6.0
停留长智	0.00328947368421	1.09861228867	6.0
假合真形	0.00162866449511	1.09861228867	6.0
计绝妙	0.00135746606335	1.09861228867	6.0
吟哦	0.00348837209302	1.09861228867	6.0
吸吸	0.00166666666667	1.09861228867	6.0
倦怠	0.00159066808059	1.09861228867	6.0
规矩	0.0166666666667	1.09861228867	6.0
隐逸	0.00183823529412	1.09861228867	6.0
裙钗	0.00167410714286	1.09861228867	6.0
裂山崩	0.0178571428571	1.09861228867	6.0
袖传一课	0.00510204081633	1.09861228867	6.0
袈裟价值	0.00241935483871	1.09861228867	6.0
袅娜	0.0267857142857	1.09861228867	6.0
雁塔寺	0.00151515151515	1.09861228867	6.0
俸禄	0.00420168067227	1.09861228867	6.0
俊雅	0.00108695652174	1.09861228867	6.0
雨救民	0.0016501650165	1.09861228867	6.0
魂飞魄丧	0.00127877237852	1.09861228867	6.0
告借一宿	0.00107296137339	1.09861228867	6.0
识尊颜	0.00113981762918	1.09861228867	6.0
诊视	0.00340909090909	1.09861228867	6.0
闪一闪	0.00129310344828	1.09861228867	6.0
叮噹	0.00326797385621	1.09861228867	6.0
闪烁	0.00147783251232	1.09861228867	6.0
赁店房	0.00230414746544	1.09861228867	6.0
贻害	0.00108695652174	1.09861228867	6.0
闲暇	0.00171428571429	1.09861228867	6.0
争艳丽	0.00112275449102	1.09861228867	6.0
闷气蒸	0.00151515151515	1.09861228867	6.0
貌辨色	0.0014880952381	1.09861228867	6.0
貌稀奇	0.00122950819672	1.09861228867	6.0
貌清奇	0.00136612021858	1.09861228867	6.0
叆叆	0.00887573964497	1.09861228867	6.0
貂裘	0.05	1.09861228867	6.0
豺狼	0.0045871559633	1.09861228867	6.0
队伍	0.03125	1.09861228867	6.0
元夜观灯	0.00207468879668	1.09861228867	6.0
叉与善财	0.00214285714286	1.09861228867	6.0
叉钯扫帚	0.00214285714286	1.09861228867	6.0
双叉岭	0.00205761316872	1.09861228867	6.0
防天阴	0.00179856115108	1.09861228867	6.0
谦逊	0.0110294117647	1.09861228867	6.0
谦谦	0.00519031141869	1.09861228867	6.0
谢恩而退	0.00107991360691	1.09861228867	6.0
谈阔论	0.00431034482759	1.09861228867	6.0
诸佛降祥	0.00223214285714	1.09861228867	6.0
诬告	0.00128755364807	1.09861228867	6.0
阴骘	0.00179856115108	1.09861228867	6.0
编谎	0.00268817204301	1.09861228867	6.0
紊乱	0.00135869565217	1.09861228867	6.0
腹中饥馁	0.00704225352113	1.09861228867	6.0
滴流流	0.00182481751825	1.09861228867	6.0
淡鹅黄	0.00134408602151	1.09861228867	6.0
扬威耀武	0.00279329608939	1.09861228867	6.0
麻脚软	0.00160256410256	1.09861228867	6.0
渐渐天昏	0.00168918918919	1.09861228867	6.0
渡脱胎	0.00324675324675	1.09861228867	6.0
戴金盔	0.0020325203252	1.09861228867	6.0
满口胡柴	0.00112359550562	1.09861228867	6.0
滴溜溜	0.00446428571429	1.09861228867	6.0
池塘	0.00123966942149	1.09861228867	6.0
漆交椅	0.00498338870432	1.09861228867	6.0
漏泄	0.00174825174825	1.09861228867	6.0
演习	0.00115562403698	1.09861228867	6.0
戴星冠	0.00457317073171	1.09861228867	6.0
懵懂	0.0625	1.09861228867	6.0
懊恨	0.00223880597015	1.09861228867	6.0
感激感激	0.00420168067227	1.09861228867	6.0
淙淙	0.030612244898	1.09861228867	6.0
涯海角	0.0036231884058	1.09861228867	6.0
黄旗铜锣	0.00134408602151	1.09861228867	6.0
扭一扭	0.005	1.09861228867	6.0
抚养	0.00126050420168	1.09861228867	6.0
河清海晏	0.00170068027211	1.09861228867	6.0
油大户	0.00130208333333	1.09861228867	6.0
油锅洗澡	0.00382653061224	1.09861228867	6.0
黄道良辰	0.00134408602151	1.09861228867	6.0
扯过一张	0.00173010380623	1.09861228867	6.0
扯的扯	0.00103806228374	1.09861228867	6.0
扯救命索	0.00129757785467	1.09861228867	6.0
扯扯拽拽	0.00173010380623	1.09861228867	6.0
派仙音	0.0015479876161	1.09861228867	6.0
扮戴一顶	0.00210084033613	1.09861228867	6.0
浑身是汗	0.00537634408602	1.09861228867	6.0
浓墨	0.00202429149798	1.09861228867	6.0
浪滔滔	0.00144230769231	1.09861228867	6.0
涂炭	0.015306122449	1.09861228867	6.0
愚蠢	0.00267857142857	1.09861228867	6.0
惶恐惶恐	0.0016339869281	1.09861228867	6.0
惶不已	0.00109649122807	1.09861228867	6.0
牙老象	0.00155279503106	1.09861228867	6.0
忠不孝	0.0075	1.09861228867	6.0
牡丹亭	0.0015625	1.09861228867	6.0
忆昔	0.00535714285714	1.09861228867	6.0
牵了马匹	0.00131118881119	1.09861228867	6.0
特造尊府	0.00179856115108	1.09861228867	6.0
彩凤鸣	0.00111607142857	1.09861228867	6.0
弯弯曲曲	0.00909090909091	1.09861228867	6.0
弯弓	0.00122749590835	1.09861228867	6.0
犴角木蛟	0.01875	1.09861228867	6.0
状坐名告	0.00214592274678	1.09861228867	6.0
狂澜	0.00322580645161	1.09861228867	6.0
张道陵	0.00179211469534	1.09861228867	6.0
狐狢	0.00328947368421	1.09861228867	6.0
张道源	0.00134408602151	1.09861228867	6.0
魏徵	0.00480769230769	1.09861228867	6.0
牛耳短刀	0.00170648464164	1.09861228867	6.0
牙忍着疼	0.00104821802935	1.09861228867	6.0
灾殃	0.00186335403727	1.09861228867	6.0
牙尖利	0.00157232704403	1.09861228867	6.0
灿灿	0.00415512465374	1.09861228867	6.0
炉里炼	0.00221238938053	1.09861228867	6.0
悭吝	0.0416666666667	1.09861228867	6.0
炼汞	0.00132743362832	1.09861228867	6.0
烟凑集	0.00260416666667	1.09861228867	6.0
烦为转奏	0.00166112956811	1.09861228867	6.0
烦转达	0.00189393939394	1.09861228867	6.0
烧些汤	0.00135746606335	1.09861228867	6.0
烹煮	0.00200534759358	1.09861228867	6.0
煎炒	0.0027027027027	1.09861228867	6.0
怡颜悦色	0.0014880952381	1.09861228867	6.0
思念父母	0.0015243902439	1.09861228867	6.0
熊山君	0.00109170305677	1.09861228867	6.0
熌灼	0.00277777777778	1.09861228867	6.0
熬煎	0.00135135135135	1.09861228867	6.0
汹涌	0.0129310344828	1.09861228867	6.0
江月为证	0.00316455696203	1.09861228867	6.0
狮仙糖	0.00359712230216	1.09861228867	6.0
搔扰	0.0163043478261	1.09861228867	6.0
七星宝剑	0.0012987012987	1.09861228867	6.0
摩碧汉	0.00231481481481	1.09861228867	6.0
摩尼珠	0.00326086956522	1.09861228867	6.0
月披星	0.00100200400802	1.09861228867	6.0
摇一摇	0.00134408602151	1.09861228867	6.0
望闻问切	0.00114155251142	1.09861228867	6.0
木槿	0.00171821305842	1.09861228867	6.0
鼓齐鸣	0.00211267605634	1.09861228867	6.0
丑便丑	0.00247933884298	1.09861228867	6.0
杜如晦	0.0111111111111	1.09861228867	6.0
杜宇	0.00194805194805	1.09861228867	6.0
杜鹃啼	0.00431034482759	1.09861228867	6.0
揭了榜	0.00169491525424	1.09861228867	6.0
束束裙	0.00442477876106	1.09861228867	6.0
揭了压帖	0.00324675324675	1.09861228867	6.0
松楠	0.0015	1.09861228867	6.0
晃晃	0.00415512465374	1.09861228867	6.0
显甚么魂	0.00294117647059	1.09861228867	6.0
昭惠	0.0030487804878	1.09861228867	6.0
春尽夏	0.00337837837838	1.09861228867	6.0
故旧之情	0.00135501355014	1.09861228867	6.0
斋僧布施	0.0011961722488	1.09861228867	6.0
斗小秤	0.00107991360691	1.09861228867	6.0
操演武艺	0.00563909774436	1.09861228867	6.0
斧钺	0.00137867647059	1.09861228867	6.0
斩妖剑	0.00144787644788	1.09861228867	6.0
新科状元	0.00231481481481	1.09861228867	6.0
新笤帚	0.0010060362173	1.09861228867	6.0
施巧计	0.0010460251046	1.09861228867	6.0
擂鼓筛锣	0.00892857142857	1.09861228867	6.0
撺唆	0.009375	1.09861228867	6.0
撞天婚	0.0015690376569	1.09861228867	6.0
昏昏沉沉	0.00337837837838	1.09861228867	6.0
星光月皎	0.00100200400802	1.09861228867	6.0
春夏秋冬	0.00337837837838	1.09861228867	6.0
七级浮屠	0.0012987012987	1.09861228867	6.0
松绳咒	0.001	1.09861228867	6.0
揪住耳朵	0.00168918918919	1.09861228867	6.0
楼台高耸	0.00210970464135	1.09861228867	6.0
樊笼	0.00413223140496	1.09861228867	6.0
挺长枪	0.00103021978022	1.09861228867	6.0
振山川	0.00166481687014	1.09861228867	6.0
挦毛	0.00170648464164	1.09861228867	6.0
欺虐	0.0030737704918	1.09861228867	6.0
歌舞吹弹	0.0108695652174	1.09861228867	6.0
段志贤	0.00265957446809	1.09861228867	6.0
挡西除	0.00423728813559	1.09861228867	6.0
殿上明珠	0.0010101010101	1.09861228867	6.0
每味三斤	0.00555555555556	1.09861228867	6.0
指示指示	0.00207468879668	1.09861228867	6.0
拽转步	0.00173010380623	1.09861228867	6.0
招僧榜	0.00354609929078	1.09861228867	6.0
拂拂	0.00129757785467	1.09861228867	6.0
丈围圆	0.00124481327801	1.09861228867	6.0
榛松	0.0015	1.09861228867	6.0
丈人真君	0.00109170305677	1.09861228867	6.0
黑缨枪	0.00225225225225	1.09861228867	6.0
排素筵席	0.00208333333333	1.09861228867	6.0
林檎	0.002	1.09861228867	6.0
枪刀簇拥	0.00251256281407	1.09861228867	6.0
枫杨	0.00446428571429	1.09861228867	6.0
染博士	0.00175438596491	1.09861228867	6.0
柯斧	0.001953125	1.09861228867	6.0
推耳聋	0.00139664804469	1.09861228867	6.0
栏杆	0.00230769230769	1.09861228867	6.0
探消息	0.00109970674487	1.09861228867	6.0
株株	0.00109569028488	1.09861228867	6.0
株老柏	0.0054347826087	1.09861228867	6.0
栽葱	0.00681818181818	1.09861228867	6.0
桃李争妍	0.00273224043716	1.09861228867	6.0
桌凳	0.00122549019608	1.09861228867	6.0
梆摇着铃	0.00520833333333	1.09861228867	6.0
探军情	0.00137741046832	1.09861228867	6.0
独称尊	0.00213675213675	1.09861228867	6.0
张大柜	0.00134408602151	1.09861228867	6.0
狮蛮带	0.00123762376238	1.09861228867	6.0
妆饰	0.00167410714286	1.09861228867	6.0
红雾绕	0.00110294117647	1.09861228867	6.0
纤纤	0.0104166666667	1.09861228867	6.0
纷纭	0.00416666666667	1.09861228867	6.0
奴婢	0.00214285714286	1.09861228867	6.0
结圣胎	0.00277777777778	1.09861228867	6.0
结婚姻	0.00138888888889	1.09861228867	6.0
绛阙	0.00260416666667	1.09861228867	6.0
绮绣	0.00109970674487	1.09861228867	6.0
套上衣服	0.00140977443609	1.09861228867	6.0
绸缪	0.166666666667	1.09861228867	6.0
绿依依	0.00151057401813	1.09861228867	6.0
缃裙	0.00446428571429	1.09861228867	6.0
缉访	0.00520833333333	1.09861228867	6.0
敲着渔鼓	0.00352112676056	1.09861228867	6.0
缚妖索	0.00180722891566	1.09861228867	12.0
奸诈	0.00568181818182	1.09861228867	6.0
紫绶金章	0.00367647058824	1.09861228867	6.0
窗轩	0.0011961722488	1.09861228867	6.0
紫燕呢喃	0.00367647058824	1.09861228867	6.0
笊篱	0.0384615384615	1.09861228867	6.0
符檄	0.00824175824176	1.09861228867	6.0
笼在袖	0.00177095631641	1.09861228867	6.0
弓火箭	0.0106382978723	1.09861228867	6.0
姿娇且嫩	0.0172413793103	1.09861228867	6.0
箱笼	0.00154958677686	1.09861228867	6.0
篾丝盘	0.0010593220339	1.09861228867	6.0
姓刘名全	0.00162337662338	1.09861228867	6.0
米粮安排	0.00208333333333	1.09861228867	6.0
米饭面饭	0.00183823529412	1.09861228867	6.0
粉腻	0.00104166666667	1.09861228867	6.0
粉骷髅	0.00104166666667	1.09861228867	6.0
粒定风丹	0.00204918032787	1.09861228867	6.0
糖浇	0.00669642857143	1.09861228867	6.0
糜鹿	0.00367647058824	1.09861228867	6.0
奔奔波波	0.00221893491124	1.09861228867	6.0
乐以忘忧	0.00308641975309	1.09861228867	6.0
缨络	0.00882352941176	1.09861228867	6.0
奈河桥	0.00219298245614	1.09861228867	6.0
背义忘恩	0.00185873605948	1.09861228867	6.0
胎里素	0.00175438596491	1.09861228867	6.0
塵尾	0.00274725274725	1.09861228867	6.0
胡言乱语	0.00145348837209	1.09861228867	6.0
塞优婆夷	0.00641025641026	1.09861228867	6.0
胸脯	0.00428571428571	1.09861228867	6.0
堤防	0.00284090909091	1.09861228867	6.0
脏腑	0.00986842105263	1.09861228867	6.0
脑浆迸	0.005	1.09861228867	6.0
基址	0.0217391304348	1.09861228867	6.0
脚儿跷	0.00119426751592	1.09861228867	6.0
脱了凡胎	0.00101214574899	1.09861228867	6.0
城中军民	0.00103092783505	1.09861228867	6.0
坤地理裙	0.00892857142857	1.09861228867	6.0
坟墓	0.015306122449	1.09861228867	6.0
胆颤	0.00143815915628	1.09861228867	6.0
肺腑	0.0234375	1.09861228867	6.0
肯干休	0.00134529147982	1.09861228867	6.0
耳垂肩	0.0016835016835	1.09861228867	6.0
夸奖不尽	0.00106837606838	1.09861228867	6.0
罗唣	0.00156739811912	1.09861228867	6.0
夷朝贡	0.0144230769231	1.09861228867	6.0
夷塞	0.00147928994083	1.09861228867	6.0
翠藓	0.00111940298507	1.09861228867	6.0
失迎失迎	0.0013698630137	1.09861228867	6.0
鲮鲤鳞	0.0128205128205	1.09861228867	6.0
肝凤髓	0.00769230769231	1.09861228867	6.0
耿耿	0.0416666666667	1.09861228867	6.0
聚仙庵	0.00319829424307	1.09861228867	6.0
聚集文武	0.00137362637363	1.09861228867	6.0
夭夭灼灼	0.00925925925926	1.09861228867	6.0
肉馅	0.00115740740741	1.09861228867	6.0
肝做药引	0.00222222222222	1.09861228867	6.0
笃志	0.0121951219512	1.09861228867	6.0
筵宴酬谢	0.00107991360691	1.09861228867	6.0
嬝娜	0.0714285714286	1.09861228867	6.0
差徭	0.00162337662338	1.09861228867	6.0
左五右六	0.00115207373272	1.09861228867	6.0
瓣梅花计	0.00226244343891	1.09861228867	6.0
甘霖	0.00721153846154	1.09861228867	6.0
巡海夜叉	0.00285714285714	1.09861228867	6.0
巍峨	0.00109649122807	1.09861228867	6.0
画栋雕梁	0.00602409638554	1.09861228867	6.0
疥癞	0.0375	1.09861228867	6.0
疼疼疼	0.00177304964539	1.09861228867	6.0
峰挺立	0.00126262626263	1.09861228867	6.0
痒难挠	0.0208333333333	1.09861228867	6.0
痴哑	0.00168918918919	1.09861228867	6.0
孔雀屏	0.00133809099019	1.09861228867	6.0
峨矗矗	0.0125	1.09861228867	6.0
属之类	0.0010989010989	1.09861228867	6.0
尼道俗	0.00274725274725	1.09861228867	6.0
左邻右舍	0.00187265917603	1.09861228867	6.0
鹭鸶	0.0555555555556	1.09861228867	6.0
盏甘雨	0.00130208333333	1.09861228867	6.0
己巳	0.00268336314848	1.09861228867	6.0
建宝林寺	0.00151515151515	1.09861228867	6.0
世勣	0.00192307692308	1.09861228867	6.0
麂皮靴	0.012	1.09861228867	6.0
猪羊牲醴	0.00148367952522	1.09861228867	6.0
猪魈	0.00148367952522	1.09861228867	6.0
獐豝	0.0128205128205	1.09861228867	6.0
应了就装	0.00210970464135	1.09861228867	6.0
库金银	0.00160256410256	1.09861228867	6.0
丝帕	0.0019305019305	1.09861228867	6.0
干粮烘炒	0.00149700598802	1.09861228867	6.0
玷辱	0.0267857142857	1.09861228867	6.0
班儿摆	0.00111028867506	1.09861228867	6.0
布金禅寺	0.00151515151515	1.09861228867	6.0
琢磨	0.0015306122449	1.09861228867	6.0
巽二郎	0.00151821862348	1.09861228867	6.0
尪羸	0.125	1.09861228867	6.0
饮而干	0.00112275449102	1.09861228867	6.0
监丞监副	0.00657894736842	1.09861228867	6.0
尉二将军	0.0020979020979	1.09861228867	6.0
宣花斧	0.00442477876106	1.09861228867	6.0
秉教迦持	0.00245098039216	1.09861228867	6.0
禄寺排宴	0.00387596899225	1.09861228867	6.0
容改色	0.0014880952381	1.09861228867	6.0
